0 	0
1 	0.9
2 	0.8
3 	0.95
4 	1.05
5 	1.2
6 	1.2
7 	1.5
8 	1.65
9 	1.7
10 	1.9
11 	1.9
12 	1.95
13 	2
14 	2.1
15 	2.1
16 	2.3
17 	2.5
18 	2.65
19 	2.65
20 	2.8
21 	2.8
22 	2.9
23 	2.95
24 	2.9
25 	2.9
26 	2.9
27 	2.95
28 	2.9
29 	2.85
30 	2.85
31 	3
32 	3.25
33 	3.25
34 	3.35
35 	3.3
36 	3.35
37 	3.3
38 	3.35
39 	3.4
40 	3.5
41 	3.5
42 	3.65
43 	3.6
44 	3.65
45 	3.55
46 	3.55
47 	3.6
48 	3.7
49 	3.75
50 	3.75
51 	3.75
52 	3.9
53 	3.8
54 	3.95
55 	3.95
56 	3.95
57 	3.95
58 	3.9
59 	4.05
60 	4.1
61 	4.1
62 	4.25
63 	4.45
64 	4.45
65 	4.45
66 	4.55
67 	4.7
68 	4.9
69 	5
70 	4.95
71 	4.95
72 	5
73 	5.05
74 	5.05
75 	5.1
76 	5
77 	5
78 	5.15
79 	5.2
80 	5.2
81 	5.3
82 	5.25
83 	5.25
84 	5.4
85 	5.3
86 	5.4
87 	5.35
88 	5.45
89 	5.45
90 	5.6
91 	5.55
92 	5.5
93 	5.6
94 	5.7
95 	5.85
96 	5.9
97 	5.9
98 	5.9
99 	5.9
100 	5.85
