0 	0
1 	0.9
2 	0.85
3 	0.8
4 	1.1
5 	1.3
6 	1.3
7 	1.35
8 	1.3
9 	1.45
10 	1.6
11 	1.7
12 	1.75
13 	1.85
14 	2
15 	2.15
16 	2.25
17 	2.25
18 	2.25
19 	2.2
20 	2.25
21 	2.15
22 	2.1
23 	2
24 	2
25 	1.9
26 	1.8
27 	1.7
28 	1.6
29 	1.5
30 	1.4
31 	1.3
32 	1.2
33 	1.1
34 	1
35 	0.95
36 	0.95
37 	0.95
38 	1
39 	1.05
40 	1.1
41 	1
42 	1.15
43 	1.15
44 	1.3
45 	1.25
46 	1.3
47 	1.3
48 	1.4
49 	1.4
50 	1.3
51 	1.3
52 	1.35
53 	1.4
54 	1.55
55 	1.45
56 	1.35
57 	1.4
58 	1.45
59 	1.55
60 	1.5
61 	1.4
62 	1.3
63 	1.3
64 	1.25
65 	1.3
66 	1.2
67 	1.2
68 	1.15
69 	1.15
70 	1.05
71 	1
72 	0.9
73 	0.85
74 	0.85
75 	0.85
76 	0.95
77 	0.95
78 	1
79 	1.05
80 	1.05
81 	0.95
82 	0.9
83 	0.85
84 	1.15
85 	1.15
86 	1.15
87 	1.2
88 	1.15
89 	1.2
90 	1.2
91 	1.35
92 	1.35
93 	1.25
94 	1.3
95 	1.3
96 	1.3
97 	1.3
98 	1.35
99 	1.45
100 	1.5
