0 	0
1 	0.9
2 	0.8
3 	0.7
4 	0.6
5 	0.6
6 	0.55
7 	0.6
8 	0.9
9 	0.95
10 	1
11 	0.9
12 	0.8
13 	0.75
14 	0.65
15 	0.55
16 	0.55
17 	0.5
18 	0.95
19 	0.95
20 	1
21 	0.95
22 	0.95
23 	0.85
24 	0.9
25 	0.85
26 	0.75
27 	0.85
28 	0.95
29 	1
30 	1
31 	0.9
32 	0.8
33 	0.75
34 	0.75
35 	0.75
36 	0.8
37 	0.9
38 	0.9
39 	0.95
40 	0.95
41 	0.95
42 	0.85
43 	0.75
44 	0.65
45 	0.65
46 	0.7
47 	0.75
48 	0.85
49 	0.85
50 	0.95
51 	0.9
52 	0.8
53 	0.7
54 	0.65
55 	0.75
56 	0.85
57 	0.85
58 	0.9
59 	0.85
60 	0.95
61 	0.9
62 	0.8
63 	0.7
64 	0.75
65 	0.75
66 	0.65
67 	0.65
68 	0.8
69 	1
70 	1
71 	0.9
72 	0.8
73 	0.75
74 	0.8
75 	0.75
76 	0.75
77 	0.8
78 	0.75
79 	0.8
80 	0.85
81 	0.9
82 	0.8
83 	0.75
84 	0.75
85 	0.75
86 	0.7
87 	0.8
88 	0.95
89 	0.9
90 	1
91 	0.9
92 	0.8
93 	0.75
94 	0.65
95 	0.65
96 	0.6
97 	0.7
98 	0.75
99 	0.85
100 	1
